,name,lat,lon,height,color
0,N,40.5961031,-105.1398726,2.4
1,NE,40.5961123,-105.1394814,2.4
3,E,40.59571,-105.13914,2.4
4,SE,40.5954471,-105.1393985,2.4
5,S,40.5954448,-105.1397824,2.4
6,SW,40.595471,-105.1402092,2.4
7,W,40.5957826,-105.1405673,2.4
8,NW,40.596109,-105.1402488,2.4
